UDI,Product_ID,Type,Air_Temp_K,Process_Temp_K,Rotational_Speed_RPM,Torque_Nm,Tool_Wear_Min,Machine_Failure,TWF,HDF,PWF,OSF,RNF,Temp_Delta,Power_Watts
310,M15169,M,297.9,308.5,1449,40.8,157,0,0,0,0,0,0,10.6,59119.2
311,H29724,H,298,308.6,1526,41.8,160,0,0,0,0,0,0,10.6,63786.8
312,M15171,M,298,308.6,1453,44.1,165,0,0,0,0,0,0,10.6,64077.3
313,L47492,L,297.9,308.6,1468,36,168,0,0,0,0,0,0,10.7,52848
314,L47493,L,298,308.6,1313,50.8,170,0,0,0,0,0,0,10.6,66700.4
315,M15174,M,297.9,308.5,1300,53,172,0,0,0,0,0,0,10.6,68900
316,L47495,L,297.9,308.4,1646,40.6,175,0,0,0,0,0,0,10.5,66827.6
317,L47496,L,297.8,308.4,1714,33.2,177,0,0,0,0,0,0,10.6,56904.8
318,L47497,L,297.8,308.4,1685,28.4,179,0,0,0,0,0,0,10.6,47854
319,L47498,L,297.8,308.4,1512,39.9,181,0,0,0,0,0,0,10.6,60328.8
320,L47499,L,297.8,308.4,1612,32.1,183,0,0,0,0,0,0,10.6,51745.2
321,H29734,H,297.8,308.4,1550,38.2,185,0,0,0,0,0,0,10.6,59210
322,L47501,L,297.8,308.4,1518,32.5,190,0,0,0,0,0,0,10.6,49335
323,L47502,L,297.8,308.5,1448,40,192,0,0,0,0,0,0,10.7,57920
324,L47503,L,297.8,308.5,1561,46.3,194,0,0,0,0,0,0,10.7,72274.3
325,M15184,M,297.8,308.5,1488,41.9,196,0,0,0,0,0,0,10.7,62347.2
326,L47505,L,297.8,308.5,1699,27.8,199,0,0,0,0,0,0,10.7,47232.2
327,L47506,L,297.7,308.5,1501,41.4,201,0,0,0,0,0,0,10.8,62141.4
328,L47507,L,297.7,308.5,1373,56.7,203,1,0,0,0,1,0,10.8,77849.1
329,H29742,H,297.6,308.4,1703,31.4,205,0,0,0,0,0,0,10.8,53474.2
330,H29743,H,297.7,308.5,1720,29.9,210,0,0,0,0,0,0,10.8,51428
331,M15190,M,297.6,308.4,1398,41.9,215,0,0,0,0,0,0,10.8,58576.2
332,M15191,M,297.6,308.4,1391,51.9,218,0,0,0,0,0,0,10.8,72192.9
333,M15192,M,297.6,308.3,1538,40.2,0,0,0,0,0,0,0,10.7,61827.6
334,L47513,L,297.5,308.2,1647,31.3,3,0,0,0,0,0,0,10.7,51551.1
335,M15194,M,297.5,308.1,1469,44.8,5,0,0,0,0,0,0,10.6,65811.2
336,L47515,L,297.4,308.1,1749,25.9,8,0,0,0,0,0,0,10.7,45299.1
337,M15196,M,297.6,308.2,1995,20.5,10,0,0,0,0,0,0,10.6,40897.5
338,L47517,L,297.6,308.3,1742,27.7,13,0,0,0,0,0,0,10.7,48253.4
339,L47518,L,297.5,308.2,1563,38.2,15,0,0,0,0,0,0,10.7,59706.6
340,M15199,M,297.5,308.2,1713,32.2,17,0,0,0,0,0,0,10.7,55158.6
341,L47520,L,297.4,308.1,1474,39.4,20,0,0,0,0,0,0,10.7,58075.6
342,M15201,M,297.4,308.2,1530,32.6,22,0,0,0,0,0,0,10.8,49878
343,L47522,L,297.4,308.2,1471,46.5,25,0,0,0,0,0,0,10.8,68401.5
344,L47523,L,297.5,308.3,1388,48.6,27,0,0,0,0,0,0,10.8,67456.8
345,M15204,M,297.5,308.2,2448,13.8,29,0,0,0,0,0,0,10.7,33782.4
346,L47525,L,297.5,308.3,1585,32.9,32,0,0,0,0,0,0,10.8,52146.5
347,M15206,M,297.5,308.3,1459,45.2,34,0,0,0,0,0,0,10.8,65946.8
348,L47527,L,297.5,308.3,1544,40.8,37,0,0,0,0,0,0,10.8,62995.2
349,L47528,L,297.6,308.3,1617,31.7,39,0,0,0,0,0,0,10.7,51258.9
350,L47529,L,297.6,308.3,1595,34.3,41,0,0,0,0,0,0,10.7,54708.5
351,H29764,H,297.6,308.3,1400,44.3,43,0,0,0,0,0,0,10.7,62020
352,M15211,M,297.6,308.4,1611,31,48,0,0,0,0,0,0,10.8,49941
353,M15212,M,297.6,308.4,1507,46,51,0,0,0,0,0,0,10.8,69322
354,H29767,H,297.5,308.3,1674,30,54,0,0,0,0,0,0,10.8,50220
355,L47534,L,297.6,308.3,1658,34.3,59,0,0,0,0,0,0,10.7,56869.4
356,L47535,L,297.6,308.3,1623,36.9,61,0,0,0,0,0,0,10.7,59888.7
357,M15216,M,297.6,308.4,1398,48.9,63,0,0,0,0,0,0,10.8,68362.2
358,L47537,L,297.6,308.4,1517,34.2,66,0,0,0,0,0,0,10.8,51881.4
359,M15218,M,297.6,308.3,1467,36.7,68,0,0,0,0,0,0,10.7,53838.9
360,M15219,M,297.6,308.3,1567,34.6,71,0,0,0,0,0,0,10.7,54218.2
361,M15220,M,297.5,308.3,1521,38.2,74,0,0,0,0,0,0,10.8,58102.2
362,L47541,L,297.5,308.3,1596,36.8,77,0,0,0,0,0,0,10.8,58732.8
363,H29776,H,297.6,308.3,1640,30.9,79,0,0,0,0,0,0,10.7,50676
364,L47543,L,297.6,308.3,1438,47.8,84,0,0,0,0,0,0,10.7,68736.4
365,L47544,L,297.6,308.4,1407,55.2,86,0,0,0,0,0,0,10.8,77666.4
366,L47545,L,297.6,308.4,1353,57.5,88,0,0,0,0,0,0,10.8,77797.5
367,M15226,M,297.6,308.5,1552,40.9,90,0,0,0,0,0,0,10.9,63476.8
368,M15227,M,297.6,308.4,1569,38.3,93,0,0,0,0,0,0,10.8,60092.7
369,L47548,L,297.5,308.4,1489,39.5,96,0,0,0,0,0,0,10.9,58815.5
370,H29783,H,297.5,308.4,1587,36.1,98,0,0,0,0,0,0,10.9,57290.7
371,M15230,M,297.5,308.3,1622,37.2,103,0,0,0,0,0,0,10.8,60338.4
372,L47551,L,297.5,308.4,1604,38.1,106,0,0,0,0,0,0,10.9,61112.4
373,M15232,M,297.4,308.3,1405,51.7,108,0,0,0,0,0,0,10.9,72638.5
374,L47553,L,297.4,308.3,1412,42,111,0,0,0,0,0,0,10.9,59304
375,L47554,L,297.4,308.3,1431,43,113,0,0,0,0,0,0,10.9,61533
376,L47555,L,297.4,308.2,1533,37.4,115,0,0,0,0,0,0,10.8,57334.2
377,M15236,M,297.4,308.2,1401,51.9,117,0,0,0,0,0,0,10.8,72711.9
378,M15237,M,297.4,308.2,1424,53.9,120,0,0,0,0,0,0,10.8,76753.6
379,L47558,L,297.3,308.2,1754,29.4,123,0,0,0,0,0,0,10.9,51567.6
380,L47559,L,297.3,308.2,1754,26.8,125,0,0,0,0,0,0,10.9,47007.2
381,L47560,L,297.5,308.3,2564,12.8,127,1,0,0,1,0,0,10.8,32819.2
382,L47561,L,297.5,308.5,1546,40.4,129,0,0,0,0,0,0,11,62458.4
383,L47562,L,297.5,308.5,1335,48,131,0,0,0,0,0,0,11,64080
384,M15243,M,297.5,308.6,1842,27,133,0,0,0,0,0,0,11.1,49734
385,L47564,L,297.5,308.5,1712,26.8,136,0,0,0,0,0,0,11,45881.6
386,M15245,M,297.6,308.6,1414,45.4,138,0,0,0,0,0,0,11,64195.6
387,L47566,L,297.6,308.7,1319,50.9,141,0,0,0,0,0,0,11.1,67137.1
388,L47567,L,297.7,308.7,1249,60.4,143,0,0,0,0,0,0,11,75439.6
389,L47568,L,297.6,308.7,1455,48.2,145,0,0,0,0,0,0,11.1,70131
390,M15249,M,297.6,308.7,1408,54.8,147,0,0,0,0,0,0,11.1,77158.4
391,L47570,L,297.6,308.7,1460,46.7,150,0,0,0,0,0,0,11.1,68182
392,L47571,L,297.6,308.6,1491,38.1,152,0,0,0,0,0,0,11,56807.1
393,M15252,M,297.6,308.5,1490,43.4,154,0,0,0,0,0,0,10.9,64666
394,M15253,M,297.5,308.4,1350,52.2,157,0,0,0,0,0,0,10.9,70470
395,L47574,L,297.5,308.4,1528,39.9,160,0,0,0,0,0,0,10.9,60967.2
396,L47575,L,297.4,308.3,1571,37.7,162,0,0,0,0,0,0,10.9,59226.7
397,L47576,L,297.4,308.3,1490,42.6,164,0,0,0,0,0,0,10.9,63474
398,M15257,M,297.4,308.3,1774,28.9,166,0,0,0,0,0,0,10.9,51268.6
399,H29812,H,297.4,308.3,1502,43.6,169,0,0,0,0,0,0,10.9,65487.2
400,L47579,L,297.4,308.4,1392,49.7,174,0,0,0,0,0,0,11,69182.4
401,L47580,L,297.4,308.5,2100,16.9,176,0,0,0,0,0,0,11.1,35490
402,L47581,L,297.5,308.5,1722,30.4,178,0,0,0,0,0,0,11,52348.8
403,L47582,L,297.4,308.6,1678,32.3,180,0,0,0,0,0,0,11.2,54199.4
404,L47583,L,297.3,308.6,1273,59.8,182,0,0,0,0,0,0,11.3,76125.4
405,L47584,L,297.3,308.6,1297,45.9,184,0,0,0,0,0,0,11.3,59532.3
406,L47585,L,297.3,308.5,1350,57.6,186,0,0,0,0,0,0,11.2,77760
407,L47586,L,297.4,308.6,1439,51.9,188,0,0,0,0,0,0,11.2,74684.1
408,M15267,M,297.4,308.5,1600,42.1,190,0,0,0,0,0,0,11.1,67360
409,M15268,M,297.4,308.6,1434,44.4,193,0,0,0,0,0,0,11.2,63669.6
410,L47589,L,297.4,308.6,1459,41.3,196,0,0,0,0,0,0,11.2,60256.7
411,M15270,M,297.5,308.6,1472,44.9,198,0,0,0,0,0,0,11.1,66092.8
412,L47591,L,297.5,308.7,1429,44.3,201,0,0,0,0,0,0,11.2,63304.7
413,L47592,L,297.5,308.6,1388,48.2,203,0,0,0,0,0,0,11.1,66901.6
414,L47593,L,297.4,308.4,1573,34.5,205,0,0,0,0,0,0,11,54268.5
415,L47594,L,297.4,308.4,1588,32.5,207,0,0,0,0,0,0,11,51610
416,L47595,L,297.5,308.4,1511,42.8,209,0,0,0,0,0,0,10.9,64670.8
417,L47596,L,297.4,308.5,1495,37.8,211,0,0,0,0,0,0,11.1,56511
418,L47597,L,297.4,308.4,1394,50.1,213,0,0,0,0,0,0,11,69839.4
419,L47598,L,297.4,308.4,2151,17.7,0,0,0,0,0,0,0,11,38072.7
420,M15279,M,297.3,308.3,1501,38.2,2,0,0,0,0,0,0,11,57338.2
421,M15280,M,297.3,308.3,1301,39.6,5,0,0,0,0,0,0,11,51519.6
422,M15281,M,297.3,308.3,1657,31.1,8,0,0,0,0,0,0,11,51532.7
423,L47602,L,297.3,308.3,1333,55.2,11,0,0,0,0,0,0,11,73581.6
424,L47603,L,297.3,308.3,1484,43.9,13,0,0,0,0,0,0,11,65147.6
425,L47604,L,297.3,308.4,1430,45.7,15,0,0,0,0,0,0,11.1,65351
426,M15285,M,297.3,308.4,1665,28.9,17,0,0,0,0,0,0,11.1,48118.5
427,L47606,L,297.4,308.5,1501,44.9,20,0,0,0,0,0,0,11.1,67394.9
428,M15287,M,297.5,308.5,1496,42.2,22,0,0,0,0,0,0,11,63131.2
429,M15288,M,297.6,308.6,1595,36.9,25,0,0,0,0,0,0,11,58855.5
430,L47609,L,297.5,308.6,1208,62.3,28,0,0,0,0,0,0,11.1,75258.4
431,L47610,L,297.5,308.6,1596,37.1,30,0,0,0,0,0,0,11.1,59211.6
432,L47611,L,297.5,308.5,1446,41.9,32,0,0,0,0,0,0,11,60587.4
433,M15292,M,297.6,308.5,1466,39.7,34,0,0,0,0,0,0,10.9,58200.2
434,M15293,M,297.6,308.5,1848,23.7,37,0,0,0,0,0,0,10.9,43797.6
435,M15294,M,297.5,308.5,1484,44.7,40,0,0,0,0,0,0,11,66334.8
436,L47615,L,297.4,308.3,1493,41.2,43,0,0,0,0,0,0,10.9,61511.6
437,L47616,L,297.3,308.3,1504,36.3,45,0,0,0,0,0,0,11,54595.2
438,L47617,L,297.3,308.3,1538,38.5,47,0,0,0,0,0,0,11,59213
439,L47618,L,297.4,308.4,1341,52.2,49,0,0,0,0,0,0,11,70000.2
440,M15299,M,297.4,308.3,1535,34.6,51,0,0,0,0,0,0,10.9,53111
441,L47620,L,297.4,308.5,1389,39.2,54,0,0,0,0,0,0,11.1,54448.8
442,H29855,H,297.5,308.5,1393,46.6,56,0,0,0,0,0,0,11,64913.8
443,L47622,L,297.4,308.5,1399,61.5,61,1,0,0,1,0,0,11.1,86038.5
444,H29857,H,297.4,308.5,1469,45.1,63,0,0,0,0,0,0,11.1,66251.9
445,L47624,L,297.4,308.4,1582,37.2,68,0,0,0,0,0,0,11,58850.4
446,L47625,L,297.5,308.6,1793,26.7,70,0,0,0,0,0,0,11.1,47873.1
447,L47626,L,297.5,308.6,1452,39,72,0,0,0,0,0,0,11.1,56628
448,M15307,M,297.6,308.7,1376,59.9,74,0,0,0,0,0,0,11.1,82422.4
449,L47628,L,297.5,308.6,1552,44.9,77,0,0,0,0,0,0,11.1,69684.8
450,L47629,L,297.6,308.7,1622,37.9,79,0,0,0,0,0,0,11.1,61473.8
451,M15310,M,297.6,308.7,1419,41.7,81,0,0,0,0,0,0,11.1,59172.3
452,H29865,H,297.5,308.6,1440,46.1,84,0,0,0,0,0,0,11.1,66384
453,M15312,M,297.4,308.6,1643,31,89,0,0,0,0,0,0,11.2,50933
454,L47633,L,297.4,308.7,1510,36.2,92,0,0,0,0,0,0,11.3,54662
455,L47634,L,297.4,308.7,1468,46.6,94,0,0,0,0,0,0,11.3,68408.8
456,L47635,L,297.4,308.7,1429,57.4,96,0,0,0,0,0,0,11.3,82024.6
457,H29870,H,297.3,308.7,1478,47.6,98,0,0,0,0,0,0,11.4,70352.8
458,L47637,L,297.4,308.6,1276,53.6,103,0,0,0,0,0,0,11.2,68393.6
459,L47638,L,297.3,308.6,1486,42.6,105,0,0,0,0,0,0,11.3,63303.6
460,L47639,L,297.4,308.6,1476,42.3,107,0,0,0,0,0,0,11.2,62434.8
461,H29874,H,297.3,308.6,1431,42,109,0,0,0,0,0,0,11.3,60102
462,L47641,L,297.4,308.7,1402,40.2,114,0,0,0,0,0,0,11.3,56360.4
463,L47642,L,297.4,308.7,1433,43.4,116,0,0,0,0,0,0,11.3,62192.2
464,L47643,L,297.4,308.7,2874,4.2,118,1,0,0,1,0,0,11.3,12070.8
465,L47644,L,297.3,308.6,1511,35.7,120,0,0,0,0,0,0,11.3,53942.7
466,M15325,M,297.3,308.6,1456,42.9,122,0,0,0,0,0,0,11.3,62462.4
467,L47646,L,297.2,308.5,1550,41.5,125,0,0,0,0,0,0,11.3,64325
468,L47647,L,297.2,308.5,2182,16.5,127,0,0,0,0,0,0,11.3,36003
469,L47648,L,297.3,308.7,1619,31.6,129,0,0,0,0,0,0,11.4,51160.4
470,M15329,M,297.3,308.8,1586,32.7,131,0,0,0,0,0,0,11.5,51862.2
471,H29884,H,297.3,308.8,1499,44.2,134,0,0,0,0,0,0,11.5,66255.8
472,H29885,H,297.3,308.8,1419,42.4,139,0,0,0,0,0,0,11.5,60165.6
473,M15332,M,297.4,309,1497,41.8,144,0,0,0,0,0,0,11.6,62574.6
474,M15333,M,297.4,309,1520,37,147,0,0,0,0,0,0,11.6,56240
475,L47654,L,297.4,309.1,1478,49.8,150,0,0,0,0,0,0,11.7,73604.4
476,L47655,L,297.4,309.1,1380,41.1,152,0,0,0,0,0,0,11.7,56718
477,L47656,L,297.4,309,1570,37.9,154,0,0,0,0,0,0,11.6,59503
478,H29891,H,297.4,309,1468,41.4,156,0,0,0,0,0,0,11.6,60775.2
479,L47658,L,297.4,309,1833,22.6,161,0,0,0,0,0,0,11.6,41425.8
480,M15339,M,297.4,308.9,1323,57.3,163,0,0,0,0,0,0,11.5,75807.9
481,L47660,L,297.4,309,1583,32,166,0,0,0,0,0,0,11.6,50656
482,M15341,M,297.3,309,1556,39.5,168,0,0,0,0,0,0,11.7,61462
483,L47662,L,297.3,309,1548,37.4,171,0,0,0,0,0,0,11.7,57895.2
484,L47663,L,297.4,309,1324,56.9,173,0,0,0,0,0,0,11.6,75335.6
485,L47664,L,297.4,309,1568,33.7,175,0,0,0,0,0,0,11.6,52841.6
486,M15345,M,297.4,309,1685,30.7,177,0,0,0,0,0,0,11.6,51729.5
487,M15346,M,297.4,309.1,1582,35.9,180,0,0,0,0,0,0,11.7,56793.8
488,M15347,M,297.4,309.1,1463,35,183,0,0,0,0,0,0,11.7,51205
489,L47668,L,297.4,309.2,1584,42.8,186,0,0,0,0,0,0,11.8,67795.2
490,M15349,M,297.5,309.2,1347,55.8,188,0,0,0,0,0,0,11.7,75162.6
491,L47670,L,297.4,309.2,1459,37.9,191,0,0,0,0,0,0,11.8,55296.1
492,L47671,L,297.4,309.2,1420,45.6,193,0,0,0,0,0,0,11.8,64752
493,L47672,L,297.5,309.3,1404,43.5,195,0,0,0,0,0,0,11.8,61074
494,L47673,L,297.5,309.3,1470,38.8,197,0,0,0,0,0,0,11.8,57036
495,L47674,L,297.6,309.4,1326,49.8,199,0,0,0,0,0,0,11.8,66034.8
496,H29909,H,297.5,309.3,1459,49.7,201,0,0,0,0,0,0,11.8,72512.3
497,M15356,M,297.5,309.2,1530,40,206,0,0,0,0,0,0,11.7,61200
498,L47677,L,297.4,309,1505,39.2,209,0,0,0,0,0,0,11.6,58996
499,L47678,L,297.5,309.1,1611,30.2,211,0,0,0,0,0,0,11.6,48652.2
500,L47679,L,297.5,309.1,1515,35.1,213,0,0,0,0,0,0,11.6,53176.5
501,M15360,M,297.5,309.2,1804,27.4,215,0,0,0,0,0,0,11.7,49429.6
502,M15361,M,297.6,309.3,1464,46.2,218,0,0,0,0,0,0,11.7,67636.8
503,L47682,L,297.6,309.2,1390,43.3,221,0,0,0,0,0,0,11.6,60187
504,M15363,M,297.6,309.2,1442,48.1,0,0,0,0,0,0,0,11.6,69360.2
505,M15364,M,297.6,309.3,1529,41.9,3,0,0,0,0,0,0,11.7,64065.1
506,L47685,L,297.6,309.3,1610,35,6,0,0,0,0,0,0,11.7,56350
507,L47686,L,297.6,309.3,1543,34.3,8,0,0,0,0,0,0,11.7,52924.9
508,H29921,H,297.8,309.4,1445,48.2,10,0,0,0,0,0,0,11.6,69649
509,L47688,L,297.7,309.3,1893,24.6,15,0,0,0,0,0,0,11.6,46567.8
510,M15369,M,297.6,309.3,1415,41.3,17,0,0,0,0,0,0,11.7,58439.5
511,L47690,L,297.5,309.3,1564,37.5,20,0,0,0,0,0,0,11.8,58650
512,L47691,L,297.5,309.3,1479,39.4,22,0,0,0,0,0,0,11.8,58272.6
513,L47692,L,297.5,309.2,1426,44.8,24,0,0,0,0,0,0,11.7,63884.8
514,L47693,L,297.4,309.2,1428,38.8,26,0,0,0,0,0,0,11.8,55406.4
515,L47694,L,297.4,309.2,1620,33.2,28,0,0,0,0,0,0,11.8,53784
516,L47695,L,297.5,309.2,1715,28,30,0,0,0,0,0,0,11.7,48020
517,L47696,L,297.5,309.3,1732,29.9,32,0,0,0,0,0,0,11.8,51786.8
518,M15377,M,297.5,309.4,1391,58.2,34,0,0,0,0,0,0,11.9,80956.2
519,L47698,L,297.6,309.5,1924,20.6,37,0,0,0,0,0,0,11.9,39634.4
520,M15379,M,297.7,309.5,2027,19.8,39,0,0,0,0,0,0,11.8,40134.6
521,L47700,L,297.6,309.5,1617,36.2,42,0,0,0,0,0,0,11.9,58535.4
522,L47701,L,297.5,309.4,1497,35.8,44,0,0,0,0,0,0,11.9,53592.6
523,M15382,M,297.5,309.5,1448,43.7,46,0,0,0,0,0,0,12,63277.6
524,L47703,L,297.4,309.4,1401,45.9,49,0,0,0,0,0,0,12,64305.9
525,L47704,L,297.4,309.4,1620,35.4,51,0,0,0,0,0,0,12,57348
526,L47705,L,297.4,309.4,1466,45.5,53,0,0,0,0,0,0,12,66703
527,L47706,L,297.6,309.5,1373,50.6,55,0,0,0,0,0,0,11.9,69473.8
528,M15387,M,297.6,309.6,1592,35.8,57,0,0,0,0,0,0,12,56993.6
529,M15388,M,297.5,309.5,1553,42.4,60,0,0,0,0,0,0,12,65847.2
530,L47709,L,297.6,309.5,1569,36.2,63,0,0,0,0,0,0,11.9,56797.8
531,M15390,M,297.6,309.5,1709,32.2,65,0,0,0,0,0,0,11.9,55029.8
532,L47711,L,297.6,309.5,1549,34.9,68,0,0,0,0,0,0,11.9,54060.1
533,L47712,L,297.5,309.4,1443,45.4,70,0,0,0,0,0,0,11.9,65512.2
534,L47713,L,297.5,309.3,1675,29.8,72,0,0,0,0,0,0,11.8,49915
535,L47714,L,297.5,309.3,1623,33.4,74,0,0,0,0,0,0,11.8,54208.2
536,H29949,H,297.4,309.3,1365,52.4,76,0,0,0,0,0,0,11.9,71526
537,L47716,L,297.4,309.3,1759,24.8,81,0,0,0,0,0,0,11.9,43623.2
538,H29951,H,297.4,309.3,1516,43,83,0,0,0,0,0,0,11.9,65188
539,M15398,M,297.4,309.3,1499,36.8,88,0,0,0,0,0,0,11.9,55163.2
540,M15399,M,297.4,309.3,1775,25.8,91,0,0,0,0,0,0,11.9,45795
541,L47720,L,297.4,309.4,1473,45.5,94,0,0,0,0,0,0,12,67021.5
542,L47721,L,297.4,309.4,1296,52.3,96,0,0,0,0,0,0,12,67780.8
543,L47722,L,297.5,309.4,1803,24.7,98,0,0,0,0,0,0,11.9,44534.1
544,H29957,H,297.5,309.3,1563,36.1,100,0,0,0,0,0,0,11.8,56424.3
545,M15404,M,297.5,309.4,1831,26.6,105,0,0,0,0,0,0,11.9,48704.6
546,L47725,L,297.6,309.4,1958,22.1,108,0,0,0,0,0,0,11.8,43271.8
547,L47726,L,297.5,309.4,1809,24.3,110,0,0,0,0,0,0,11.9,43958.7
548,M15407,M,297.5,309.4,1482,39.3,112,0,0,0,0,0,0,11.9,58242.6
549,L47728,L,297.4,309.3,1332,53.2,115,0,0,0,0,0,0,11.9,70862.4
550,L47729,L,297.4,309.2,1437,40.4,117,0,0,0,0,0,0,11.8,58054.8
551,L47730,L,297.4,309.2,1698,29.4,119,0,0,0,0,0,0,11.8,49921.2
552,L47731,L,297.4,309.2,1274,54.3,121,0,0,0,0,0,0,11.8,69178.2
553,M15412,M,297.4,309.3,1622,35,123,0,0,0,0,0,0,11.9,56770
554,M15413,M,297.4,309.3,1564,36,126,0,0,0,0,0,0,11.9,56304
555,H29968,H,297.5,309.4,1368,45.3,129,0,0,0,0,0,0,11.9,61970.4
556,M15415,M,297.4,309.4,1539,42.2,134,0,0,0,0,0,0,12,64945.8
557,L47736,L,297.5,309.4,1357,50.1,137,0,0,0,0,0,0,11.9,67985.7
558,M15417,M,297.5,309.4,1433,48.3,139,0,0,0,0,0,0,11.9,69213.9
559,L47738,L,297.5,309.4,1650,34.6,142,0,0,0,0,0,0,11.9,57090
560,L47739,L,297.5,309.4,1503,40.6,144,0,0,0,0,0,0,11.9,61021.8
561,L47740,L,297.5,309.4,1318,58.2,146,0,0,0,0,0,0,11.9,76707.6
562,M15421,M,297.5,309.4,1678,34.4,148,0,0,0,0,0,0,11.9,57723.2
563,L47742,L,297.6,309.5,1574,30.9,151,0,0,0,0,0,0,11.9,48636.6
564,L47743,L,297.7,309.6,1529,35.2,153,0,0,0,0,0,0,11.9,53820.8
565,H29978,H,297.6,309.6,1669,32.1,155,0,0,0,0,0,0,12,53574.9
566,H29979,H,297.7,309.7,1570,35.8,160,0,0,0,0,0,0,12,56206
567,M15426,M,297.6,309.7,1541,33.7,165,0,0,0,0,0,0,12.1,51931.7
568,M15427,M,297.7,309.7,1680,30.2,168,0,0,0,0,0,0,12,50736
569,L47748,L,297.8,309.7,1935,22.1,171,0,0,0,0,0,0,11.9,42763.5
570,M15429,M,297.7,309.6,1596,35.2,173,0,0,0,0,0,0,11.9,56179.2
571,L47750,L,297.7,309.7,1498,41,176,0,0,0,0,0,0,12,61418
572,M15431,M,297.8,309.8,1676,29,178,0,0,0,0,0,0,12,48604
573,L47752,L,297.8,309.9,1351,49,181,0,0,0,0,0,0,12.1,66199
574,L47753,L,297.9,309.9,1472,45,183,0,0,0,0,0,0,12,66240
575,M15434,M,297.9,310,1439,41.7,185,0,0,0,0,0,0,12.1,60006.3
576,M15435,M,297.9,309.9,1410,55.4,188,0,0,0,0,0,0,12,78114
577,H29990,H,297.7,309.7,1440,51.1,191,0,0,0,0,0,0,12,73584
578,L47757,L,297.7,309.7,1591,37.7,196,0,0,0,0,0,0,12,59980.7
579,L47758,L,297.8,309.8,1533,36.8,198,0,0,0,0,0,0,12,56414.4
580,M15439,M,297.8,309.7,1700,31.3,200,0,0,0,0,0,0,11.9,53210
581,M15440,M,297.8,309.8,1798,25.5,203,0,0,0,0,0,0,12,45849
582,L47761,L,297.8,309.7,1394,42.9,206,0,0,0,0,0,0,11.9,59802.6
583,L47762,L,297.8,309.7,1341,49.2,208,0,0,0,0,0,0,11.9,65977.2
584,H29997,H,297.7,309.6,1697,32.2,210,0,0,0,0,0,0,11.9,54643.4
585,H29998,H,297.6,309.6,1419,48.2,215,0,0,0,0,0,0,12,68395.8
586,L47765,L,297.6,309.5,2001,20.5,220,0,0,0,0,0,0,11.9,41020.5
587,L47766,L,297.6,309.6,1501,49.8,222,1,0,0,0,1,0,12,74749.8
588,H30001,H,297.6,309.5,1623,33.1,224,0,0,0,0,0,0,11.9,53721.3
589,L47768,L,297.6,309.4,1628,33.4,229,0,0,0,0,0,0,11.8,54375.2
590,L47769,L,297.6,309.4,1491,40.2,231,0,0,0,0,0,0,11.8,59938.2
591,L47770,L,297.5,309.4,1517,36.7,233,0,0,0,0,0,0,11.9,55673.9
592,H30005,H,297.5,309.3,1525,41.7,235,0,0,0,0,0,0,11.8,63592.5
593,H30006,H,297.5,309.5,1668,27.9,240,0,0,0,0,0,0,12,46537.2
594,L47773,L,297.5,309.6,1312,50.7,0,0,0,0,0,0,0,12.1,66518.4
595,H30008,H,297.6,309.6,1278,50.4,2,0,0,0,0,0,0,12,64411.2
596,M15455,M,297.6,309.6,1330,53.1,7,0,0,0,0,0,0,12,70623
597,M15456,M,297.6,309.6,1530,37.3,10,0,0,0,0,0,0,12,57069
598,H30011,H,297.6,309.6,1428,46.6,13,0,0,0,0,0,0,12,66544.8
599,L47778,L,297.7,309.6,1480,47.9,18,0,0,0,0,0,0,11.9,70892
600,H30013,H,297.7,309.7,1616,31.1,20,0,0,0,0,0,0,12,50257.6
601,L47780,L,297.8,309.7,1547,37.3,25,0,0,0,0,0,0,11.9,57703.1
602,L47781,L,297.9,309.7,2194,16.8,27,0,0,0,0,0,0,11.8,36859.2
603,L47782,L,297.9,309.8,2000,21.3,29,0,0,0,0,0,0,11.9,42600
604,L47783,L,297.9,309.8,1336,71.6,31,1,0,0,1,0,0,11.9,95657.6
605,L47784,L,297.9,309.9,1542,33.8,33,0,0,0,0,0,0,12,52119.6
606,M15465,M,297.9,309.8,1693,29.9,35,0,0,0,0,0,0,11.9,50620.7
607,L47786,L,297.9,309.8,1461,50.5,38,0,0,0,0,0,0,11.9,73780.5
608,M15467,M,298,309.9,1565,33.9,40,0,0,0,0,0,0,11.9,53053.5
609,L47788,L,298,309.9,1403,47.7,43,0,0,0,0,0,0,11.9,66923.1
610,L47789,L,298.1,309.9,1629,32.5,45,0,0,0,0,0,0,11.8,52942.5
611,L47790,L,298.1,310,1534,33.7,47,0,0,0,0,0,0,11.9,51695.8
612,L47791,L,298.1,310,1553,40.9,49,0,0,0,0,0,0,11.9,63517.7
613,L47792,L,298.1,309.9,1563,32.8,51,0,0,0,0,0,0,11.8,51266.4
614,L47793,L,298.1,309.9,1634,30,53,0,0,0,0,0,0,11.8,49020
615,M15474,M,298,309.9,1445,45.2,55,0,0,0,0,0,0,11.9,65314
616,L47795,L,298.1,309.9,1642,30.4,58,0,0,0,0,0,0,11.8,49916.8
617,H30030,H,298.1,309.9,1686,29.1,60,0,0,0,0,0,0,11.8,49062.6
618,M15477,M,298.1,310,1393,43.1,65,0,0,0,0,0,0,11.9,60038.3
619,H30032,H,298.2,310,1433,44.2,68,0,0,0,0,0,0,11.8,63338.6
